id_pedido,data_pedido,status_pedido,valor_total,cpf_cnpj
599,2025-11-28,Processando,342.25,80342795104
600,2025-11-28,Cancelado,260.36,4372561890
601,2025-04-18,Processando,568.12,69140537820
602,2025-05-28,Processando,378.48,80421965711
603,2025-10-07,Processando,123.09,8976235177
604,2026-01-10,Entregue,231.78,31270856995
605,2025-08-01,Entregue,639.46,12307859659
606,2025-11-01,Entregue,475.83,61374902896
607,2026-01-16,Processando,37.95,81204673535
608,2025-09-06,Cancelado,636.97,16043285762
609,2026-02-23,Entregue,497.13,37128056408
610,2025-05-18,Entregue,502.85,13697205803
611,2025-06-23,Processando,176.11,61374902896
612,2025-10-15,Entregue,478.4,35046718235
613,2025-12-03,Entregue,50.53,18734562044
614,2025-05-21,Cancelado,480.38,6981742322
615,2026-01-05,Processando,272.86,28403157690
616,2025-04-10,Em transporte,40.26,35426180989
617,2026-01-14,Entregue,691.51,34879260592
618,2025-09-29,Processando,82.43,32680715977
619,2025-07-24,Entregue,12.22,23891054670
620,2025-08-29,Entregue,307.01,45901672399
621,2025-03-27,Cancelado,90.88,40625798392
622,2025-11-02,Processando,34.99,83790241504
623,2025-08-28,Cancelado,492.07,73698410222
624,2025-08-06,Processando,394.22,93687142078
625,2026-02-10,Processando,179.74,3268194524
626,2025-10-20,Cancelado,431.39,98065742149
627,2025-03-10,Em transporte,459.37,51240967306
628,2025-05-22,Entregue,21.97,90457268310
629,2025-04-04,Entregue,36.05,6584137910
630,2025-12-14,Entregue,31.54,25081693740
631,2025-08-31,Processando,259.52,91473825032
632,2025-07-09,Cancelado,479.72,4381726987
633,2025-03-05,Cancelado,473.56,31248697537
634,2025-07-10,Entregue,356.85,12705489304
635,2026-02-01,Cancelado,202.62,58913746255
636,2025-04-08,Cancelado,336.85,91365472043
637,2025-10-17,Cancelado,211.91,69147205334
638,2025-11-24,Cancelado,300.03,83594102750
639,2025-09-04,Processando,357.56,62714809340
640,2025-04-13,Entregue,102.98,52130487653
641,2025-07-04,Processando,149.81,10632745916
642,2025-07-15,Em transporte,101.27,19346275006
643,2025-03-23,Em transporte,116.88,78350142979
644,2025-11-16,Entregue,146.87,82791506411
645,2025-08-12,Processando,106.44,80342795104
646,2025-08-19,Em transporte,895.77,17932486564
647,2026-02-04,Em transporte,44.46,32916478582
648,2025-08-16,Processando,841.62,62543980105
649,2025-11-22,Em transporte,177.16,73458061207
650,2025-10-02,Cancelado,55.99,73602519406
651,2025-04-05,Processando,310.98,17903684213
652,2026-02-07,Em transporte,580.12,42189076331
653,2025-04-19,Entregue,420.02,86395021702
654,2025-10-14,Entregue,171.44,75831620921
655,2026-02-16,Entregue,82.79,7216489594
656,2025-12-26,Processando,443.81,14092673507
657,2025-03-13,Processando,168.11,81967405220
658,2025-07-21,Em transporte,168.79,91365472043
659,2025-04-03,Processando,325.93,62419503805
660,2025-10-11,Em transporte,104.17,14638270590
661,2025-08-30,Cancelado,114.78,26315094805
662,2025-04-12,Processando,386.46,93687142078
663,2025-10-05,Cancelado,381.8,20479615306
664,2025-05-25,Entregue,171.34,36820951442
665,2025-07-11,Entregue,260.1,18245360970
666,2025-06-10,Cancelado,534.07,94530628124
667,2025-07-28,Cancelado,267.7,76130829540
668,2025-04-13,Entregue,391.49,67154308966
669,2026-02-15,Processando,189.26,51962087476
670,2025-10-04,Entregue,407.12,20679841520
671,2025-12-20,Entregue,66.17,69402318704
672,2025-03-02,Em transporte,426.65,58209764101
673,2025-10-31,Processando,75.52,48359701601
674,2025-10-27,Entregue,280.08,93540172661
675,2026-02-22,Em transporte,250.39,48359701601
676,2025-05-26,Em transporte,253.19,57903421670
677,2026-01-19,Cancelado,303.76,83254076974
678,2025-08-27,Entregue,341.0,8251346762
679,2025-07-01,Cancelado,239.12,67815394000
680,2025-06-18,Entregue,555.39,36158240753
681,2025-04-07,Cancelado,50.98,25081693740
682,2025-11-16,Em transporte,128.92,93105824642
683,2025-05-01,Cancelado,294.58,2164987594
684,2025-06-05,Em transporte,220.1,93540172661
685,2025-04-01,Entregue,386.86,36820951442
686,2025-03-05,Processando,295.4,56879342000
687,2025-07-01,Processando,249.68,20139847588
688,2026-01-14,Processando,324.69,81204673535
689,2025-08-18,Cancelado,123.31,75610834244
690,2025-05-14,Processando,423.32,49687023538
691,2025-04-13,Em transporte,595.31,7136495857
692,2025-06-15,Cancelado,608.92,58602417390
693,2025-04-01,Processando,14.73,36219750470
694,2025-12-31,Em transporte,329.13,16043285762
695,2025-12-30,Processando,598.55,13209468796
696,2025-07-14,Entregue,589.08,82374061922
697,2025-06-27,Em transporte,202.37,32079185659
698,2025-06-04,Entregue,475.51,14653920761
699,2025-09-13,Cancelado,170.66,19658037410
700,2025-09-25,Processando,179.37,35046718235
701,2025-12-26,Entregue,621.33,39728054114
702,2026-01-10,Entregue,337.73,31697854001
703,2025-10-05,Entregue,241.02,48359701601
704,2025-12-30,Entregue,95.47,67450918285
705,2026-02-14,Entregue,226.44,89613470204
706,2025-03-09,Entregue,72.74,65718203903
707,2025-06-19,Em transporte,87.51,58371240988
708,2025-08-13,Processando,442.02,31248697537
709,2025-08-16,Entregue,463.64,10294738622
710,2025-10-22,Processando,345.92,18649372546
711,2025-03-01,Em transporte,101.06,94726083538
712,2025-05-17,Cancelado,286.55,82791506411
713,2026-02-18,Em transporte,594.93,73856421955
714,2025-04-19,Cancelado,527.06,13907524888
715,2025-10-20,Em transporte,569.94,51680943766
716,2025-11-04,Em transporte,534.64,63047125880
717,2025-08-10,Em transporte,583.02,5478269310
718,2025-09-11,Em transporte,423.86,6534187957
719,2025-06-09,Em transporte,407.47,29013758479
720,2025-10-14,Em transporte,425.1,52130487653
721,2025-10-07,Processando,553.06,75610834244
722,2025-03-06,Entregue,131.32,18649372546
723,2025-03-11,Processando,78.53,9536872447
724,2025-11-07,Em transporte,105.72,82374061922
725,2025-12-05,Cancelado,259.54,16043285762
726,2025-08-05,Em transporte,13.42,94687053157
727,2025-12-31,Entregue,207.06,81967405220
728,2025-06-24,Processando,661.79,63047125880
729,2025-12-23,Entregue,353.64,16758432017
730,2025-08-13,Em transporte,27.03,92315648033
731,2025-05-04,Cancelado,286.99,8145369215
732,2025-07-14,Em transporte,45.05,47183902650
733,2025-11-08,Processando,285.9,92531840605
734,2025-04-24,Entregue,489.69,37859460157
735,2025-12-31,Entregue,58.6,1762398559
736,2025-10-30,Processando,242.88,85210347680
737,2025-05-22,Processando,111.56,41320678904
738,2025-05-16,Cancelado,641.01,86075234900
739,2025-12-27,Entregue,710.6,32061954898
740,2025-12-26,Em transporte,401.83,19542683782
741,2025-09-24,Processando,251.08,2839476592
742,2025-05-25,Entregue,177.56,18245360970
743,2025-09-01,Entregue,727.0,96025431752
744,2025-09-04,Entregue,591.28,71643958291
745,2025-03-11,Cancelado,42.1,8251346762
746,2025-09-12,Em transporte,330.04,23049716878
747,2025-12-18,Entregue,278.71,95431028642
748,2025-09-29,Entregue,278.2,6534187957
749,2025-11-27,Entregue,194.34,39654021706
750,2025-03-18,Em transporte,462.5,62859347119
751,2025-06-16,Em transporte,530.17,13590678259
752,2026-02-11,Entregue,556.77,62783945100
753,2025-04-25,Processando,131.73,73968254074
754,2025-06-07,Entregue,588.15,7216489594
755,2026-02-12,Processando,770.14,18245360970
756,2025-10-14,Processando,332.07,24701859630
757,2025-05-13,Processando,424.81,6758923410
758,2025-11-04,Processando,134.75,42967513873
759,2025-12-13,Processando,382.98,42917506849
760,2025-03-15,Em transporte,529.22,93605821405
761,2026-02-01,Cancelado,347.03,74206918350
762,2025-06-07,Entregue,101.71,69402318704
763,2025-07-12,Em transporte,734.45,37528104671
764,2025-12-11,Entregue,108.15,21357069812
765,2025-05-14,Em transporte,2.49,73856421955
766,2025-04-21,Processando,56.44,95643820765
767,2025-09-13,Processando,561.63,29701436580
768,2025-08-18,Processando,211.18,23916574809
769,2026-02-16,Cancelado,192.54,10294738622
770,2025-06-07,Processando,225.75,1275648967
771,2026-01-24,Processando,101.4,12705489304
772,2025-07-22,Em transporte,270.72,36820951442
773,2025-07-16,Processando,67.47,94852631719
774,2025-04-13,Processando,495.56,50716842335
775,2025-11-02,Cancelado,81.08,62859347119
776,2025-10-24,Entregue,215.17,69215873473
777,2026-01-14,Em transporte,325.61,72346510807
778,2025-07-02,Cancelado,251.05,54086973120
779,2025-05-10,Em transporte,179.46,30794216803
780,2025-11-10,Em transporte,378.26,19863457264
781,2026-01-12,Entregue,211.06,8625943756
782,2025-07-22,Cancelado,445.71,10294738622
783,2025-12-25,Entregue,594.99,7653421890
784,2025-12-04,Processando,431.22,30794216803
785,2025-04-18,Entregue,211.45,5724381923
786,2025-08-16,Processando,209.04,21536489042
787,2025-05-26,Entregue,133.27,28509173621
788,2025-12-23,Em transporte,61.61,28509173621
789,2025-12-08,Processando,978.68,64180257335
790,2025-12-21,Entregue,498.31,14092673507
791,2025-06-26,Cancelado,200.75,17594806301
792,2025-07-13,Em transporte,56.27,75610834244
793,2025-09-24,Em transporte,23.7,96045138260
794,2025-11-14,Processando,217.5,67924830529
795,2026-01-10,Processando,130.73,20953174832
796,2025-05-04,Processando,494.21,64092158785
797,2026-02-02,Cancelado,340.54,13429785014
798,2025-11-05,Entregue,398.14,96847053100
799,2025-10-14,Entregue,796.5,2895643105
800,2025-06-28,Cancelado,647.56,60239158768
801,2025-10-17,Entregue,421.8,86395021702
802,2026-02-19,Processando,391.72,75208196395
803,2025-02-25,Em transporte,395.73,69543278164
804,2025-10-03,Cancelado,331.01,23049716878
805,2025-09-06,Cancelado,234.53,43089751232
806,2026-01-10,Em transporte,312.44,20185739423
807,2025-10-21,Em transporte,265.21,34926158051
808,2026-01-10,Em transporte,416.33,5478269310
809,2025-09-11,Entregue,130.49,43089751232
810,2025-11-01,Entregue,145.37,83790241504
811,2025-06-02,Cancelado,95.15,36158240753
812,2025-12-04,Processando,28.4,26379518002
813,2025-03-08,Em transporte,306.89,36092857103
814,2025-11-30,Processando,100.52,29701436580
815,2025-06-28,Processando,178.81,13907524888
816,2025-08-18,Processando,121.94,2536891712
817,2025-11-19,Processando,399.89,37128056408
818,2026-01-28,Processando,429.14,7659342800
819,2025-12-24,Entregue,330.08,3957814693
820,2025-07-12,Em transporte,0.19,91723068403
821,2025-04-29,Entregue,251.2,60471285994
822,2025-12-04,Processando,389.97,90261754858
823,2025-04-26,Entregue,316.67,37128056408
824,2025-11-26,Cancelado,101.59,61529473837
825,2025-08-04,Processando,79.93,98065742149
826,2025-05-14,Entregue,276.38,65182473982
827,2025-04-16,Em transporte,451.04,40625798392
828,2026-01-22,Cancelado,607.84,57903421670
829,2025-04-21,Entregue,169.08,51680943766
830,2025-11-08,Entregue,631.59,37128056408
831,2025-05-25,Processando,331.75,73602519406
832,2025-10-15,Entregue,17.63,64297135809
833,2025-12-26,Entregue,468.21,18649372546
834,2025-04-25,Processando,593.05,26315094805
835,2025-08-30,Processando,7.47,91740825314
836,2025-08-02,Processando,360.02,27106935425
837,2026-01-29,Entregue,280.84,93085271686
838,2025-04-19,Cancelado,356.0,5478269310
839,2025-08-12,Processando,136.89,81204673535
840,2025-05-24,Processando,180.25,85210347680
841,2025-03-06,Processando,315.08,37451802914
842,2025-05-29,Cancelado,411.54,2345871644
843,2026-01-07,Em transporte,78.81,83201457914
844,2025-03-16,Entregue,551.81,75980316493
845,2025-11-08,Processando,164.89,23916574809
846,2025-04-23,Processando,303.16,90278635121
847,2025-05-01,Em transporte,570.16,35617980203
848,2025-07-15,Entregue,479.06,72951640811
849,2025-09-25,Entregue,104.15,56039482729
850,2026-01-30,Em transporte,312.6,73602519406
851,2025-04-04,Processando,315.4,13678459048
852,2025-10-18,Processando,380.78,6254198711
853,2025-09-20,Processando,298.96,23849715060
854,2025-09-19,Em transporte,457.67,49506213780
855,2025-12-16,Processando,439.98,12064379525
856,2025-10-12,Em transporte,212.66,81543792014
857,2025-09-19,Cancelado,306.12,36428709104
858,2025-12-15,Entregue,103.62,84025361744
859,2025-12-02,Processando,310.56,69147205334
860,2025-12-24,Cancelado,38.22,7398461240
861,2025-11-02,Em transporte,307.0,62584709392
862,2025-10-24,Em transporte,68.03,51240967306
863,2026-01-28,Processando,431.99,71625439873
864,2025-06-29,Processando,272.58,20953174832
865,2025-11-28,Processando,220.95,28403157690
866,2025-12-16,Processando,165.07,42631507835
867,2026-01-27,Processando,406.34,36158240753
868,2025-04-06,Entregue,145.46,20731658426
869,2025-10-03,Entregue,152.52,67450918285
870,2025-09-26,Processando,335.99,15709346225
871,2025-06-11,Processando,319.4,57140328960
872,2025-03-06,Processando,121.17,71325809497
873,2025-06-07,Cancelado,193.88,12057983668
874,2025-06-19,Processando,622.12,89047356292
875,2025-10-28,Em transporte,566.46,8251346762
876,2025-12-23,Processando,557.21,32916478582
877,2025-10-17,Em transporte,79.2,6584137910
878,2025-04-29,Entregue,569.52,84621739069
879,2025-12-14,Processando,872.37,27106935425
880,2025-12-23,Cancelado,249.17,15093486205
881,2025-08-21,Em transporte,333.6,73968254074
882,2025-07-13,Entregue,544.92,3268194524
883,2025-12-22,Cancelado,225.05,35894620198
884,2025-05-10,Cancelado,747.95,62783945100
885,2025-12-23,Em transporte,985.61,18927563077
886,2025-12-06,Cancelado,38.9,49163208598
887,2025-04-04,Processando,246.41,58913746255
888,2025-05-01,Processando,364.48,89503641233
889,2025-12-27,Processando,241.38,10632745916
890,2025-09-26,Entregue,481.21,61374902896
891,2026-02-02,Processando,413.71,35617980203
892,2025-12-25,Entregue,197.45,76854209374
893,2025-05-30,Em transporte,129.29,20567893456
894,2025-08-26,Entregue,569.32,64092158785
895,2025-02-27,Em transporte,276.47,65842093189
896,2025-04-18,Entregue,77.39,67431529864
897,2025-05-17,Processando,219.17,13429785014
898,2025-11-20,Entregue,247.33,30794216803
899,2025-02-25,Em transporte,32.11,25198064351
900,2026-02-03,Em transporte,291.0,10792836413
901,2025-10-15,Processando,57.57,57140328960
902,2025-05-09,Entregue,318.8,76280149501
903,2025-06-19,Entregue,224.38,32916478582
904,2025-10-16,Processando,210.36,19863457264
905,2025-04-21,Em transporte,141.22,24701859630
906,2026-01-22,Entregue,286.47,60875924310
907,2025-03-28,Cancelado,78.06,83594102750
908,2025-04-15,Cancelado,330.42,84217906501
909,2025-04-15,Em transporte,41.22,82374061922
910,2025-09-12,Em transporte,99.74,19730542805
911,2025-06-01,Processando,738.83,91740825314
912,2025-04-11,Cancelado,121.69,79063452152
913,2025-06-15,Entregue,256.45,67154308966
914,2025-07-02,Processando,187.35,75348296155
915,2025-10-27,Entregue,281.06,67524193025
916,2025-11-06,Processando,614.57,30179546252
917,2025-12-23,Em transporte,25.97,73216948013
918,2026-02-09,Entregue,212.12,73216948013
919,2026-01-08,Cancelado,6.88,46723189078
920,2025-11-26,Processando,4.79,91530682460
921,2026-02-15,Em transporte,481.67,10943682533
922,2025-04-04,Processando,160.63,69147205334
923,2025-10-22,Processando,153.91,52647981337
924,2025-07-26,Cancelado,181.15,19658037410
925,2025-12-09,Processando,193.37,69140537820
926,2025-04-03,Cancelado,365.58,42917506849
927,2025-11-07,Processando,359.59,79063452152
928,2025-04-07,Entregue,701.08,91876403250
929,2025-09-29,Processando,509.73,13429785014
930,2025-07-14,Cancelado,538.82,86194537264
931,2025-08-30,Processando,28.4,82637910577
932,2025-02-28,Em transporte,330.27,90278635121
933,2025-04-16,Cancelado,337.32,75610834244
934,2026-01-26,Em transporte,97.03,61483705226
935,2026-02-18,Em transporte,103.43,73458061207
936,2025-09-16,Entregue,701.11,13826947509
937,2025-05-26,Entregue,277.55,58071963410
938,2026-01-11,Cancelado,326.76,36092857103
939,2025-06-01,Processando,239.92,12064379525
940,2025-06-27,Entregue,451.87,64051937801
941,2025-03-24,Cancelado,198.14,43902187514
942,2025-08-01,Em transporte,14.34,78350142979
943,2025-09-06,Processando,338.35,58209764101
944,2025-09-27,Processando,326.93,69147205334
945,2025-11-09,Em transporte,538.83,85620374947
946,2026-02-16,Cancelado,149.41,58602417390
947,2025-12-30,Entregue,263.37,20875436153
948,2025-07-24,Entregue,560.5,10785943684
949,2026-02-17,Entregue,592.1,29463705856
950,2025-05-05,Cancelado,61.29,92801746304
951,2025-04-17,Processando,259.19,1635279461
952,2025-12-02,Entregue,475.81,92703816502
953,2026-01-12,Processando,577.6,92531840605
954,2025-08-04,Entregue,608.79,62890514315
955,2025-07-17,Em transporte,158.91,80356129489
956,2025-07-25,Processando,296.77,60381597466
957,2025-03-27,Entregue,172.04,9184527323
958,2025-07-16,Processando,171.44,51960473875
959,2025-08-19,Em transporte,411.08,23849715060
960,2025-07-31,Em transporte,243.13,6241759876
961,2026-01-18,Cancelado,474.38,96045138260
962,2025-07-13,Cancelado,303.64,93687142078
963,2025-12-03,Entregue,217.19,35214078960
964,2025-10-08,Em transporte,180.47,28403157690
965,2026-01-23,Em transporte,258.52,21906457352
966,2025-08-26,Em transporte,76.95,36158240753
967,2025-07-17,Processando,674.16,31485720923
968,2025-06-10,Cancelado,589.02,94530628124
969,2026-02-21,Em transporte,14.38,30179546252
970,2026-01-17,Processando,214.79,73602519406
971,2025-08-13,Entregue,845.84,54086973120
972,2025-11-01,Processando,384.85,40625798392
973,2025-09-07,Processando,11.0,87913452005
974,2025-12-31,Entregue,343.0,91372805460
975,2025-11-03,Cancelado,482.17,97815064310
976,2025-09-16,Cancelado,303.59,36219750470
977,2025-03-27,Cancelado,395.25,90764258338
978,2025-06-07,Cancelado,38.63,9184527323
979,2025-11-24,Processando,400.62,58704693256
980,2025-10-06,Processando,258.06,79063452152
981,2025-04-12,Em transporte,112.49,17085962321
982,2025-04-26,Em transporte,538.56,93105824642
983,2025-07-02,Entregue,59.08,30829164731
984,2025-10-27,Processando,208.88,81403796203
985,2026-01-12,Processando,470.95,3957814693
986,2026-02-18,Entregue,101.04,29317645828
987,2025-08-02,Entregue,735.52,96152438098
988,2025-07-15,Entregue,539.99,13907524888
989,2025-05-04,Entregue,81.72,89613470204
990,2025-03-26,Em transporte,267.55,97815064310
991,2026-01-23,Em transporte,394.95,86035471900
992,2025-04-08,Processando,289.3,91740825314
993,2025-10-31,Cancelado,204.8,42917506849
994,2025-05-28,Cancelado,164.6,10963257480
995,2026-01-18,Processando,214.87,81543792014
996,2026-02-04,Em transporte,394.8,30128496703
997,2025-12-05,Cancelado,522.9,36041798584
998,2025-08-03,Processando,277.22,75208196395
999,2025-06-12,Em transporte,370.88,92743015616
1000,2025-04-15,Processando,587.89,39654021706
1001,2025-05-30,Em transporte,116.07,36219750470
1002,2026-02-17,Cancelado,213.54,21536489042
1003,2025-06-05,Processando,98.17,97856430184
1004,2025-06-16,Entregue,446.76,40678321922
1005,2025-10-01,Cancelado,342.49,28904516749
1006,2025-05-05,Entregue,581.78,1635279461
1007,2025-06-09,Cancelado,950.1,45673812973
1008,2025-04-07,Em transporte,410.81,20875436153
1009,2025-08-11,Entregue,251.0,2564789374
1010,2025-05-23,Em transporte,133.99,73602519406
1011,2025-12-28,Entregue,163.81,50796231443
1012,2025-03-12,Entregue,280.43,43027896113
1013,2025-07-24,Processando,42.04,35426180989
1014,2025-07-18,Cancelado,463.31,49163208598
1015,2025-06-25,Cancelado,615.47,52761490380
1016,2025-08-06,Cancelado,406.03,13209468796
1017,2025-07-20,Em transporte,96.58,64932078196
1018,2025-07-08,Em transporte,647.11,4172698549
1019,2025-04-06,Em transporte,515.68,52064193898
1020,2025-04-18,Entregue,153.1,94852631719
1021,2025-06-10,Entregue,903.92,20567893456
1022,2025-09-24,Cancelado,185.51,21357069812
1023,2025-10-08,Processando,78.9,86931542060
1024,2025-10-12,Entregue,251.78,34528790114
1025,2025-05-02,Cancelado,247.37,7659342800
1026,2025-02-27,Em transporte,343.98,56092371499
1027,2025-05-07,Cancelado,149.64,34528790114
1028,2025-07-01,Processando,189.71,58602417390
1029,2025-07-22,Processando,466.28,20953174832
1030,2025-07-10,Processando,600.7,17594806301
1031,2025-07-15,Processando,377.53,70156398400
1032,2025-08-12,Processando,232.84,74206918350
1033,2025-09-20,Processando,2.4,13826947509
1034,2025-11-20,Em transporte,925.9,80421965711
1035,2025-11-15,Entregue,250.16,91736082540
1036,2025-08-28,Entregue,366.41,72950814379
1037,2025-12-23,Processando,278.61,35617980203
1038,2025-06-11,Cancelado,21.75,67921485049
1039,2026-01-25,Cancelado,353.45,13590678259
1040,2026-02-15,Em transporte,335.14,6751983484
1041,2025-07-21,Processando,286.96,13809274631
1042,2025-08-01,Entregue,457.46,20875436153
1043,2025-07-17,Em transporte,608.09,98065742149
1044,2025-11-04,Cancelado,162.53,74238956109
1045,2025-03-02,Em transporte,160.73,37528104671
1046,2026-01-27,Processando,280.06,7136495857
1047,2025-07-06,Cancelado,519.72,4172698549
1048,2025-11-06,Cancelado,118.66,82374061922
1049,2025-12-13,Processando,619.76,8945376283
1050,2025-07-21,Cancelado,396.09,31085926451
1051,2025-11-29,Entregue,245.65,51960473875
1052,2025-06-09,Processando,275.72,36219750470
1053,2025-12-19,Entregue,4.73,32079185659
1054,2025-06-24,Em transporte,364.54,86075234900
1055,2025-12-17,Cancelado,402.99,84621739069
1056,2025-04-24,Processando,196.12,6981742322
1057,2025-06-27,Entregue,138.99,91736082540
1058,2025-05-04,Entregue,151.6,92370846178
1059,2025-08-25,Processando,102.05,46723189078
1060,2025-04-21,Entregue,12.25,4381726987
1061,2025-03-18,Cancelado,576.99,6534187957
1062,2025-10-26,Em transporte,440.92,92503768121
1063,2025-04-03,Cancelado,3.16,42189076331
1064,2025-06-26,Cancelado,315.63,52647981337
1065,2025-03-30,Processando,224.79,32061954898
1066,2025-09-13,Entregue,680.64,69215873473
1067,2025-10-12,Cancelado,481.5,12705489304
1068,2025-08-31,Cancelado,75.82,13429785014
1069,2026-01-18,Em transporte,329.48,12705489304
1070,2025-05-15,Cancelado,363.17,32916478582
1071,2025-09-08,Entregue,267.05,79063452152
1072,2025-11-18,Em transporte,425.1,62859347119
1073,2025-10-07,Em transporte,221.43,71643958291
1074,2025-04-19,Cancelado,207.76,1863542906
1075,2025-11-20,Em transporte,490.64,12307859659
1076,2025-10-02,Cancelado,151.46,13529087432
1077,2025-07-25,Em transporte,488.7,2164987594
1078,2025-09-22,Entregue,198.27,31270856995
1079,2025-07-14,Em transporte,305.5,85630129759
1080,2025-05-15,Processando,129.15,89705261458
1081,2026-02-23,Entregue,680.66,98065742149
1082,2025-12-12,Processando,574.74,13429785014
1083,2025-04-10,Processando,629.04,37451802914
1084,2026-01-12,Cancelado,389.62,62584709392
1085,2025-08-22,Cancelado,315.45,13809274631
1086,2025-05-16,Em transporte,103.04,87450912341
1087,2025-09-12,Entregue,391.3,42783109603
1088,2025-04-25,Cancelado,396.22,59634270883
1089,2026-01-31,Entregue,339.49,31928506470
1090,2025-10-14,Processando,137.9,13429785014
1091,2025-03-09,Em transporte,131.42,6751983484
1092,2025-09-02,Processando,349.87,17932486564
1093,2025-07-09,Processando,686.95,17594806301
1094,2025-09-07,Em transporte,60.96,73216948013
1095,2025-12-29,Cancelado,266.4,46081392740
1096,2025-08-23,Entregue,581.78,18937650401
1097,2025-06-05,Cancelado,382.5,26395780140
1098,2025-03-21,Cancelado,211.09,36428709104
1099,2025-11-09,Entregue,86.45,40632981750
1100,2025-06-02,Em transporte,746.59,13809274631
1101,2025-12-27,Entregue,149.7,32079185659
1102,2025-11-14,Processando,163.55,26493875056
1103,2025-06-27,Cancelado,24.27,64287390547
1104,2025-05-24,Cancelado,169.8,14092673507
1105,2026-01-14,Processando,242.16,47635018957
1106,2025-06-12,Entregue,234.53,89047356292
1107,2025-02-27,Em transporte,365.17,85210347680
1108,2025-06-30,Em transporte,205.87,36092857103
1109,2025-03-02,Cancelado,494.37,31270856995
1110,2025-04-23,Em transporte,619.65,9536872447
1111,2025-09-18,Cancelado,431.39,16758432017
1112,2025-12-16,Entregue,120.36,64023158771
1113,2025-06-02,Cancelado,590.11,37859460157
1114,2025-12-23,Em transporte,262.88,43027896113
1115,2025-05-16,Cancelado,443.98,73216948013
1116,2025-07-06,Processando,257.99,91348267500
1117,2025-03-25,Em transporte,205.51,94803562105
1118,2025-04-07,Cancelado,224.53,29463705856
1119,2025-12-26,Processando,584.71,92503768121
1120,2025-06-24,Entregue,347.71,93085271686
1121,2025-11-04,Entregue,542.1,40632981750
1122,2025-11-06,Entregue,104.17,15093486205
1123,2025-07-15,Entregue,147.92,36041798584
1124,2025-07-08,Cancelado,171.47,16758432017
1125,2025-03-11,Cancelado,301.18,67154308966
1126,2025-04-18,Em transporte,594.06,1275648967
1127,2025-12-22,Cancelado,372.11,54086973120
1128,2025-08-27,Entregue,587.45,85230497114
1129,2025-06-17,Em transporte,292.53,7216489594
1130,2025-07-21,Em transporte,341.05,58913746255
1131,2025-03-03,Entregue,67.14,45271938050
1132,2025-06-04,Entregue,936.25,4187593241
1133,2026-01-07,Entregue,147.45,12705489304
1134,2025-04-27,Cancelado,210.42,60835917401
1135,2025-04-14,Processando,80.32,82374061922
1136,2026-01-24,Processando,45.03,93085271686
1137,2025-07-08,Em transporte,328.5,2839476592
1138,2026-02-02,Processando,459.65,19645038766
1139,2025-05-21,Processando,554.27,47358061993
1140,2025-07-21,Em transporte,342.64,26781490567
1141,2025-11-24,Em transporte,12.25,10792836413
1142,2025-10-22,Cancelado,282.1,65842093189
1143,2025-08-29,Processando,85.14,92503768121
1144,2025-03-26,Processando,361.23,9536872447
1145,2025-05-07,Em transporte,345.29,36897015202
1146,2025-09-06,Processando,466.96,64297135809
1147,2025-12-03,Processando,345.64,98374620510
1148,2025-03-07,Em transporte,178.98,26594837109
1149,2026-01-14,Entregue,321.24,25631847035
1150,2025-07-02,Processando,261.76,70164925325
1151,2025-06-01,Entregue,54.15,67815394000
1152,2025-09-27,Em transporte,569.61,10963257480
1153,2025-10-24,Cancelado,566.02,69402318704
1154,2025-03-11,Entregue,53.72,35046718235
1155,2025-12-30,Processando,182.16,64932078196
1156,2025-03-28,Entregue,362.28,73602519406
1157,2025-05-24,Processando,213.56,2187435644
1158,2025-07-03,Processando,330.66,89503641233
1159,2025-06-04,Em transporte,691.56,2487615958
1160,2025-04-13,Em transporte,131.02,94380725600
1161,2025-09-21,Cancelado,232.17,87450912341
1162,2025-04-27,Em transporte,66.83,5724381923
1163,2025-11-06,Processando,85.44,67431529864
1164,2025-04-10,Cancelado,270.12,42038651744
1165,2026-02-21,Entregue,523.39,36820951442
1166,2025-06-25,Entregue,381.76,39068715410
1167,2025-09-26,Cancelado,342.8,19730542805
1168,2025-03-14,Cancelado,271.18,91530682460
1169,2025-04-09,Cancelado,87.34,50716842335
1170,2025-12-11,Cancelado,131.27,16043285762
1171,2025-04-28,Processando,301.86,35214078960
1172,2025-03-14,Processando,42.1,45673812973
1173,2026-02-10,Entregue,197.03,96152438098
1174,2025-06-30,Processando,253.56,2564789374
1175,2026-02-18,Processando,192.98,91372805460
1176,2026-01-19,Entregue,591.15,92531840605
1177,2025-12-28,Em transporte,329.68,75610834244
1178,2025-04-25,Em transporte,552.99,18230647950
1179,2025-08-27,Entregue,484.06,70156398400
1180,2026-02-09,Processando,268.28,95431028642
1181,2025-05-19,Em transporte,214.21,82513076435
1182,2025-11-11,Processando,629.77,92348017687
1183,2025-06-30,Em transporte,525.26,40678321922
1184,2026-01-16,Entregue,401.79,20875436153
1185,2025-04-20,Processando,222.45,93105824642
1186,2025-12-26,Processando,232.55,6751983484
1187,2025-12-18,Cancelado,57.31,30829164731
1188,2025-08-26,Entregue,192.21,19346275006
1189,2025-03-19,Em transporte,241.79,74238956109
1190,2025-05-17,Cancelado,58.92,75208196395
1191,2025-04-21,Processando,249.44,71325809497
1192,2025-11-29,Entregue,269.48,96025431752
1193,2025-12-23,Processando,395.93,25631847035
